ID,Award Name,Organization,Purpose,Level of Study,Award Type,Award Amount,Deadline
9995758,Dr. Wayne F. Rose Scholarship Fund,First Community Foundation Partnership of Pennsylvania,To recognize a area high-schoolers pursuing higher education.,"Bachelor's Degree
High School",Scholarship,N/A,April
9991365,Dreaming of the Future Scholarship,Pick Nick's Brain LLC,To assist college students in pursuing their educations.,"Associate Degree
Bachelor's Degree",Scholarship,"$1,500 ",April
9997240,Drew Smith Memorial Scholarship,"Community Foundation of the Eastern Shore, Inc.","To assist a turfgrass management student who has a passion for the golf industry, demonstrates drive, determination, and financial need.","Associate Degree
Bachelor's Degree",Scholarship,"$1,000 ",April
9996327,DriversEdHub.com Scholarship,Deedal Studio Inc.,To provide financial assistance to students with good academic standing and involvement in the community.,Bachelor's Degree,Scholarship,"$2,000 ",April
9997243,Duane V. Puerde Memorial Scholarship Fund,"Community Foundation of the Eastern Shore, Inc.",To aid graduating students from Parkside High School in their pursuit of higher education.,"Bachelor's Degree
Graduate Degree
High School",Scholarship,$500 ,April
9996094,DW Simpson Actuarial Science Scholarship,DW Simpson Global Actuarial Recruitment,To provide financial support to deserving students who are pursuing study in actuarial science.,Bachelor's Degree,Scholarship,"$1,000 ",April
9990024,Dwight Teed Scholarship Fund,Sun Country Amateur Golf Association,"To support students that achieved excellence in the classroom, present themselves as excellent citizens, have a connection with the game of golf, need financial assistance and are come highly recommended by credible sources.","Bachelor's Degree
High School",Scholarship,"$1,500 ",April
9996258,E-Waste Scholarship,Digital Responsibility,"Each year there are 20 to 50 million tons of e-waste discarded in the world. E-waste contains toxic materials, including heavy metals, that can easily seep into the ground and ultimately get into groundwater supplies. According to the EPA, recycling e-waste allows more than 100 million pounds of materials to be reused annually.
  The purpose of this scholarship is to help you understand the impact of e-waste and what can be done to reduce e-waste.","Associate Degree
Bachelor's Degree
Graduate Degree
High School
Professional Development
Vocational",Scholarship,"$1,000 ",April
9998079,E. William Palmer Memorial Scholarship,Beta Theta Pi,To financially assist Betas in completing undergraduate and graduate degrees.,"Bachelor's Degree
Graduate Degree",Scholarship,"$1,275 ",April
2015338,Eagle Credit Union 2023 College Scholarship,Eagle Community Credit Union,,"Associate Degree
Bachelor's Degree
Graduate Degree
High School
Vocational",Scholarship,"$4,000 ",April
9991938,Earl and Jane Ferguson Scholarship Fund,Oregon Community Foundation - Portland,To support graduates of Klamath County high schools who are pursuing postsecondary education.,"Bachelor's Degree
Graduate Degree
High School
Vocational",Scholarship,N/A,April
9996523,Earl and Lee Tonet Scholarship Fund,Community Foundation of Western Massachusetts,To provide scholarships for graduates of Hampshire Regional High School who are pursuing college degrees.,Bachelor's Degree,Scholarship,N/A,April
9990189,Earl Core Student Research Award,Southern Appalachian Botanical Society,"To provide financial assistance in support of student research projects in plant taxonomy, systematics, and ecology.","Bachelor's Degree
Graduate Degree",Grant,"$1,200 ",April
9995619,Earl W. Kintner Public Service Scholarship,Foundation of the Federal Bar Association,To provide financial assistance to high school students for their continuing higher education.,"Bachelor's Degree
Graduate Degree
High School",Scholarship,"$5,000 ",April
9998104,East Carolina Scholarship,Beta Theta Pi,To financially assist Betas in pursuing undergraduate and graduate degrees.,"Bachelor's Degree
Graduate Degree",Scholarship,"$1,075 ",April
9998081,Edith Cantor Morrison Memorial Scholarship,Beta Theta Pi,To financially assist Betas who are pursuing teaching careers.,"Bachelor's Degree
Graduate Degree",Scholarship,$875 ,April
9996062,Edon Farmers Cooperative Scholarships,Edon Farmers Cooperative Association Inc.,To provide financial assistance for high school seniors to further their education as full-time students in any post high school institution.,"Bachelor's Degree
High School",Scholarship,"$1,000 ",April
2015349,Education Matter Scholarship 2023,"The Law Offices of Kevin J. Roach, LLC",This scholarship was created to encourage students to delve into America’s education system and gain a better understanding of its strengths and weaknesses.,"Associate Degree
Bachelor's Degree
Graduate Degree
High School
Professional Development
Vocational",Prize,"$1,000 ",April
9996584,Edward A. and Shirley B. Livi Scholarship Fund,Community Foundation of Western Massachusetts,To provide financial support to Western Massachusetts residents pursuing degrees in the fine or performing arts.,"Bachelor's Degree
Graduate Degree",Scholarship,"$3,000 ",April
9999936,Edward A. O'Connor Founder's Scholarship,Aerospace States Association,To help students pursue their education in an aerospace-related field.,N/A,Scholarship,"$2,000 ",April
9996563,Edward and Joan Noonan Scholarship Fund,Community Foundation of Western Massachusetts,To provide college scholarships to Hampden County students pursuing engineering careers.,Bachelor's Degree,Scholarship,"$3,000 ",April
9998915,Edward C. Raney Fund Award,American Society of Ichthyologists and Herpetologists,"To provide support for student ichthyologists for museum or laboratory study, travel, fieldwork, or any other activity that will effectively enhance their professional careers and their contributions to the science of ichthyology.",Professional Development,Grant,"$400
$1,000",April
9996576,"Edward C., Mary and Paul Marth Scholarship Fund",Community Foundation of Western Massachusetts,To support students studying nursing and health care fields at Westfield State University.,Bachelor's Degree,Scholarship,"$3,000 ",April
9996648,Edward J. Bayon Memorial Scholarship Fund,Community Foundation of Western Massachusetts,To support Holyoke graduates pursuing degrees in civil engineering.,Bachelor's Degree,Scholarship,"$3,000 ",April
9989084,Edward Kent Welch Memorial Scholarship,Winston-Salem Foundation,To provide scholarships to graduating high school seniors at Mt. Tabor High School who will attend UNC-Chapel Hill.,"Bachelor's Degree
Graduate Degree
High School",Scholarship,$500 ,April
9998115,Edward M. Brown Oxford Cup Scholarship,Beta Theta Pi,To financially assist Betas completing undergraduate and graduate degrees.,"Bachelor's Degree
Graduate Degree",Scholarship,"$1,300 ",April
9996644,Edward P. Boland Scholarship Fund,Community Foundation of Western Massachusetts,To support residents of Hampden County pursuing undergraduate or graduate degrees.,"Bachelor's Degree
Graduate Degree",Scholarship,"$3,000 ",April
9990851,Edwin Anthony and Adelaide Boudreaux Cadogan Scholarships,San Francisco Foundation,To help fuel the forward-thinking visual arts movement that makes the Bay Area unique.,Graduate Degree,Fellowship,"$6,500 ",April
9989082,Edwin H. and Louise N. Williamson Endowed Scholarship,Winston-Salem Foundation,"To provide scholarships to graduating high school seniors from a Forsyth County high school, who will attend UNC Greensboro.","Graduate Degree
High School",Scholarship,N/A,April
9996059,EFWA Postgraduate Scholarships,The Educational Foundation for Women in Accounting,To support female students who are pursuing advanced degrees in Accounting.,"Graduate Degree
Professional Development",Scholarship,"$1,000
$5,000",April
9995691,Eileen Harrison Education Scholarships,Fort Atkinson Community Foundation,To support students pursuing an undergraduate or graduate degree in education.,"Bachelor's Degree
Graduate Degree
High School",Scholarship,N/A,April
9996578,Elaine Nicpon Marieb Scholarship Fund,Community Foundation of Western Massachusetts,To provide financial assistance to women in Western Massachusetts who are pursuing postsecondary education.,"Associate Degree
Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9998588,Elbit Systems of America Honorary Scholarships,Army Scholarship Foundation,To assist family members of United States Army personnel in their pursuit of higher education.,"Bachelor's Degree
Graduate Degree
High School",Scholarship,"$500
$2,000",April
9996567,Eleanor M. Morrissey Scholarship Fund,Community Foundation of Western Massachusetts,To support graduating seniors pursuing nursing careers.,"Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
9995754,Eleanor M. Wolfson Memorial Scholarship Fund,First Community Foundation Partnership of Pennsylvania,To recognize a area high-schoolers pursuing higher education.,"Bachelor's Degree
High School",Scholarship,N/A,April
9994688,Eleftheria Scholarship of the Philadelphia VFW Post 6633,Hellenic University Club of Philadelphia,To support students pursuing undergraduate or graduate degrees who are children of the VFW Eleftheria Post 6633 of Philadelphia and their descendants.,"Bachelor's Degree
Graduate Degree",Scholarship,"$5,000 ",April
9997242,Elizabeth Brittingham Pusey Scholarship,"Community Foundation of the Eastern Shore, Inc.",To support those graduating in the public school systems of Wicomico County.,"Associate Degree
Bachelor's Degree",Scholarship,"$1,500 ",April
9996600,Elizabeth M. Huller Scholarship Fund,Community Foundation of Western Massachusetts,To provide college scholarships to Central High School graduates.,"Bachelor's Degree
Vocational",Scholarship,"$3,000 ",April
